Date,Plant,Machine,Product,Units_Produced,Defective_Units
2026-05-29,Plant A,M-01,P-03,860,17
2026-05-29,Plant A,M-02,P-05,1050,58
2026-05-29,Plant A,M-02,P-06,1102,28
2026-05-29,Plant A,M-02,P-03,711,9
2026-05-29,Plant A,M-03,P-03,643,16
2026-05-29,Plant A,M-03,P-06,665,13
2026-05-29,Plant A,M-03,P-01,651,17
2026-05-29,Plant A,M-04,P-02,888,7
2026-05-29,Plant A,M-04,P-05,790,47
2026-05-29,Plant A,M-04,P-04,798,20
2026-05-29,Plant A,M-05,P-02,1087,31
2026-05-29,Plant A,M-05,P-05,799,58
2026-05-29,Plant A,M-05,P-05,948,50
2026-05-29,Plant B,M-01,P-05,848,58
2026-05-29,Plant B,M-01,P-04,917,29
2026-05-29,Plant B,M-01,P-04,984,11
2026-05-29,Plant B,M-02,P-02,905,12
2026-05-29,Plant B,M-02,P-03,968,17
2026-05-29,Plant B,M-02,P-02,1003,14
2026-05-29,Plant B,M-03,P-01,766,15
2026-05-29,Plant B,M-03,P-03,768,15
2026-05-29,Plant B,M-03,P-05,693,42
2026-05-29,Plant B,M-04,P-02,497,11
2026-05-29,Plant B,M-04,P-01,788,8
2026-05-29,Plant B,M-04,P-06,862,20
2026-05-29,Plant B,M-05,P-02,990,29
2026-05-29,Plant B,M-05,P-01,746,11
2026-05-29,Plant B,M-05,P-03,725,8
2026-05-29,Plant C,M-01,P-05,922,41
2026-05-29,Plant C,M-01,P-03,956,11
2026-05-29,Plant C,M-01,P-01,841,29
2026-05-29,Plant C,M-02,P-01,818,12
2026-05-29,Plant C,M-02,P-05,861,64
2026-05-29,Plant C,M-02,P-06,809,26
2026-05-29,Plant C,M-03,P-02,824,18
2026-05-29,Plant C,M-03,P-06,752,8
2026-05-29,Plant C,M-03,P-05,776,53
2026-05-29,Plant C,M-04,P-01,900,13
2026-05-29,Plant C,M-04,P-04,1009,28
2026-05-29,Plant C,M-04,P-05,793,48
2026-05-29,Plant C,M-05,P-05,996,56
2026-05-29,Plant C,M-05,P-02,799,10
2026-05-29,Plant C,M-05,P-05,839,55
2026-05-30,Plant A,M-01,P-05,673,53
2026-05-30,Plant A,M-01,P-01,793,26
2026-05-30,Plant A,M-01,P-01,761,14
2026-05-30,Plant A,M-02,P-02,886,13
2026-05-30,Plant A,M-02,P-05,910,65
2026-05-30,Plant A,M-02,P-01,884,15
2026-05-30,Plant A,M-03,P-03,732,11
2026-05-30,Plant A,M-03,P-05,1065,66
2026-05-30,Plant A,M-03,P-02,667,14
2026-05-30,Plant A,M-04,P-04,879,26
2026-05-30,Plant A,M-04,P-05,762,48
2026-05-30,Plant A,M-04,P-02,929,29
2026-05-30,Plant A,M-05,P-03,901,12
2026-05-30,Plant A,M-05,P-04,863,25
2026-05-30,Plant A,M-05,P-03,728,18
2026-05-30,Plant B,M-01,P-02,692,17
2026-05-30,Plant B,M-01,P-01,859,13
2026-05-30,Plant B,M-01,P-06,932,12
2026-05-30,Plant B,M-02,P-01,987,26
2026-05-30,Plant B,M-02,P-06,905,13
2026-05-30,Plant B,M-02,P-05,769,48
2026-05-30,Plant B,M-03,P-02,988,12
2026-05-30,Plant B,M-03,P-01,848,16
2026-05-30,Plant B,M-03,P-06,750,11
2026-05-30,Plant B,M-04,P-05,1009,53
2026-05-30,Plant B,M-04,P-05,533,31
2026-05-30,Plant B,M-04,P-05,577,26
2026-05-30,Plant B,M-05,P-04,767,20
2026-05-30,Plant B,M-05,P-01,837,10
2026-05-30,Plant B,M-05,P-02,761,25
2026-05-30,Plant C,M-01,P-01,989,30
2026-05-30,Plant C,M-01,P-03,798,11
2026-05-30,Plant C,M-01,P-04,747,18
2026-05-30,Plant C,M-02,P-01,849,24
2026-05-30,Plant C,M-02,P-06,675,5
2026-05-30,Plant C,M-02,P-02,658,7
2026-05-30,Plant C,M-03,P-04,1095,36
2026-05-30,Plant C,M-03,P-05,1020,66
2026-05-30,Plant C,M-03,P-01,930,28
2026-05-30,Plant C,M-04,P-03,936,11
2026-05-30,Plant C,M-04,P-03,681,21
2026-05-30,Plant C,M-04,P-06,760,14
2026-05-30,Plant C,M-05,P-03,1110,13
2026-05-30,Plant C,M-05,P-03,855,8
2026-05-30,Plant C,M-05,P-02,867,15
2026-05-31,Plant A,M-01,P-06,880,13
2026-05-31,Plant A,M-01,P-06,709,8
2026-05-31,Plant A,M-01,P-05,813,57
2026-05-31,Plant A,M-02,P-02,845,17
2026-05-31,Plant A,M-02,P-02,916,22
2026-05-31,Plant A,M-02,P-01,888,15
2026-05-31,Plant A,M-03,P-01,1069,30
2026-05-31,Plant A,M-03,P-04,909,14
2026-05-31,Plant A,M-03,P-02,662,18
2026-05-31,Plant A,M-04,P-04,759,25
2026-05-31,Plant A,M-04,P-05,1129,69
2026-05-31,Plant A,M-04,P-01,833,26
2026-05-31,Plant A,M-05,P-05,993,48
2026-05-31,Plant A,M-05,P-01,1063,14
2026-05-31,Plant A,M-05,P-05,532,44
2026-05-31,Plant B,M-01,P-04,1065,24
2026-05-31,Plant B,M-01,P-04,1026,20
2026-05-31,Plant B,M-01,P-04,928,20
2026-05-31,Plant B,M-02,P-03,951,14
2026-05-31,Plant B,M-02,P-04,1028,34
2026-05-31,Plant B,M-02,P-03,723,6
2026-05-31,Plant B,M-03,P-04,1076,10
2026-05-31,Plant B,M-03,P-05,756,57
2026-05-31,Plant B,M-03,P-02,810,17
2026-05-31,Plant B,M-04,P-02,687,6
2026-05-31,Plant B,M-04,P-01,884,24
2026-05-31,Plant B,M-04,P-03,688,11
2026-05-31,Plant B,M-05,P-03,900,22
2026-05-31,Plant B,M-05,P-01,816,10
2026-05-31,Plant B,M-05,P-03,602,15
2026-05-31,Plant C,M-01,P-04,1158,9
2026-05-31,Plant C,M-01,P-03,793,9
2026-05-31,Plant C,M-01,P-03,829,14
2026-05-31,Plant C,M-02,P-03,1164,21
2026-05-31,Plant C,M-02,P-06,813,8
2026-05-31,Plant C,M-02,P-02,706,19
2026-05-31,Plant C,M-03,P-06,990,13
2026-05-31,Plant C,M-03,P-03,704,24
2026-05-31,Plant C,M-03,P-06,789,18
2026-05-31,Plant C,M-04,P-04,686,16
2026-05-31,Plant C,M-04,P-06,1088,11
2026-05-31,Plant C,M-04,P-05,764,39
2026-05-31,Plant C,M-05,P-04,1208,29
2026-05-31,Plant C,M-05,P-03,897,22
2026-05-31,Plant C,M-05,P-04,758,13
2026-06-01,Plant A,M-01,P-04,1063,16
2026-06-01,Plant A,M-01,P-06,941,17
2026-06-01,Plant A,M-01,P-01,792,7
2026-06-01,Plant A,M-02,P-01,778,13
2026-06-01,Plant A,M-02,P-05,1106,57
2026-06-01,Plant A,M-02,P-04,913,19
2026-06-01,Plant A,M-03,P-03,791,6
2026-06-01,Plant A,M-03,P-06,719,16
2026-06-01,Plant A,M-03,P-04,610,10
2026-06-01,Plant A,M-04,P-01,1005,23
2026-06-01,Plant A,M-04,P-03,671,12
2026-06-01,Plant A,M-04,P-03,703,14
2026-06-01,Plant A,M-05,P-04,1089,34
2026-06-01,Plant A,M-05,P-02,1061,20
2026-06-01,Plant A,M-05,P-05,663,34
2026-06-01,Plant B,M-01,P-06,742,24
2026-06-01,Plant B,M-01,P-02,1098,19
2026-06-01,Plant B,M-01,P-02,853,11
2026-06-01,Plant B,M-02,P-04,716,20
2026-06-01,Plant B,M-02,P-02,831,8
2026-06-01,Plant B,M-02,P-03,735,24
2026-06-01,Plant B,M-03,P-03,642,16
2026-06-01,Plant B,M-03,P-06,979,34
2026-06-01,Plant B,M-03,P-04,798,22
2026-06-01,Plant B,M-04,P-01,845,20
2026-06-01,Plant B,M-04,P-05,652,48
2026-06-01,Plant B,M-04,P-02,467,4
2026-06-01,Plant B,M-05,P-01,843,12
2026-06-01,Plant B,M-05,P-05,941,73
2026-06-01,Plant B,M-05,P-04,919,17
2026-06-01,Plant C,M-01,P-04,1061,27
2026-06-01,Plant C,M-01,P-01,760,21
2026-06-01,Plant C,M-01,P-01,843,10
2026-06-01,Plant C,M-02,P-05,816,57
2026-06-01,Plant C,M-02,P-04,878,20
2026-06-01,Plant C,M-02,P-05,1059,52
2026-06-01,Plant C,M-03,P-02,895,18
2026-06-01,Plant C,M-03,P-03,747,8
2026-06-01,Plant C,M-03,P-03,1080,27
2026-06-01,Plant C,M-04,P-01,996,32
2026-06-01,Plant C,M-04,P-05,730,51
2026-06-01,Plant C,M-04,P-03,910,30
2026-06-01,Plant C,M-05,P-02,755,12
2026-06-01,Plant C,M-05,P-06,1043,19
2026-06-01,Plant C,M-05,P-02,647,13
2026-06-02,Plant A,M-01,P-03,771,18
2026-06-02,Plant A,M-01,P-04,874,19
2026-06-02,Plant A,M-01,P-06,721,18
2026-06-02,Plant A,M-02,P-04,874,28
2026-06-02,Plant A,M-02,P-05,932,42
2026-06-02,Plant A,M-02,P-01,775,20
2026-06-02,Plant A,M-03,P-02,912,19
2026-06-02,Plant A,M-03,P-02,763,12
2026-06-02,Plant A,M-03,P-06,813,24
2026-06-02,Plant A,M-04,P-02,725,20
2026-06-02,Plant A,M-04,P-05,1057,49
2026-06-02,Plant A,M-04,P-03,764,8
2026-06-02,Plant A,M-05,P-02,680,19
2026-06-02,Plant A,M-05,P-06,937,13
2026-06-02,Plant A,M-05,P-06,641,16
2026-06-02,Plant B,M-01,P-01,892,15
2026-06-02,Plant B,M-01,P-06,993,18
2026-06-02,Plant B,M-01,P-02,784,20
2026-06-02,Plant B,M-02,P-01,860,7
2026-06-02,Plant B,M-02,P-05,741,42
2026-06-02,Plant B,M-02,P-04,902,10
2026-06-02,Plant B,M-03,P-06,1039,25
2026-06-02,Plant B,M-03,P-04,815,10
2026-06-02,Plant B,M-03,P-06,901,12
2026-06-02,Plant B,M-04,P-03,907,17
2026-06-02,Plant B,M-04,P-05,757,35
2026-06-02,Plant B,M-04,P-04,518,16
2026-06-02,Plant B,M-05,P-04,959,26
2026-06-02,Plant B,M-05,P-04,886,7
2026-06-02,Plant B,M-05,P-04,673,12
2026-06-02,Plant C,M-01,P-03,975,30
2026-06-02,Plant C,M-01,P-05,855,70
2026-06-02,Plant C,M-01,P-06,935,24
2026-06-02,Plant C,M-02,P-01,694,23
2026-06-02,Plant C,M-02,P-05,654,35
2026-06-02,Plant C,M-02,P-04,1005,25
2026-06-02,Plant C,M-03,P-05,1052,60
2026-06-02,Plant C,M-03,P-06,767,13
2026-06-02,Plant C,M-03,P-03,885,21
2026-06-02,Plant C,M-04,P-01,1100,9
2026-06-02,Plant C,M-04,P-04,906,25
2026-06-02,Plant C,M-04,P-06,682,10
2026-06-02,Plant C,M-05,P-05,793,64
2026-06-02,Plant C,M-05,P-02,848,22
2026-06-02,Plant C,M-05,P-04,784,16
2026-06-03,Plant A,M-01,P-02,942,21
2026-06-03,Plant A,M-01,P-02,821,22
2026-06-03,Plant A,M-01,P-05,673,55
2026-06-03,Plant A,M-02,P-03,828,15
2026-06-03,Plant A,M-02,P-05,814,40
2026-06-03,Plant A,M-02,P-05,816,42
2026-06-03,Plant A,M-03,P-02,1148,22
2026-06-03,Plant A,M-03,P-06,719,23
2026-06-03,Plant A,M-03,P-06,573,11
2026-06-03,Plant A,M-04,P-04,866,27
2026-06-03,Plant A,M-04,P-06,815,21
2026-06-03,Plant A,M-04,P-02,675,13
2026-06-03,Plant A,M-05,P-05,774,38
2026-06-03,Plant A,M-05,P-01,817,13
2026-06-03,Plant A,M-05,P-02,808,18
2026-06-03,Plant B,M-01,P-03,800,27
2026-06-03,Plant B,M-01,P-06,1083,13
2026-06-03,Plant B,M-01,P-06,796,8
2026-06-03,Plant B,M-02,P-01,982,25
2026-06-03,Plant B,M-02,P-01,842,20
2026-06-03,Plant B,M-02,P-03,878,18
2026-06-03,Plant B,M-03,P-04,785,6
2026-06-03,Plant B,M-03,P-05,762,43
2026-06-03,Plant B,M-03,P-01,868,12
2026-06-03,Plant B,M-04,P-05,766,61
2026-06-03,Plant B,M-04,P-06,633,17
2026-06-03,Plant B,M-04,P-06,474,6
2026-06-03,Plant B,M-05,P-01,933,14
2026-06-03,Plant B,M-05,P-04,710,7
2026-06-03,Plant B,M-05,P-05,701,44
2026-06-03,Plant C,M-01,P-01,832,8
2026-06-03,Plant C,M-01,P-05,793,51
2026-06-03,Plant C,M-01,P-01,806,12
2026-06-03,Plant C,M-02,P-05,1103,89
2026-06-03,Plant C,M-02,P-04,890,15
2026-06-03,Plant C,M-02,P-04,957,10
2026-06-03,Plant C,M-03,P-03,933,28
2026-06-03,Plant C,M-03,P-04,1057,35
2026-06-03,Plant C,M-03,P-05,587,38
2026-06-03,Plant C,M-04,P-01,1013,12
2026-06-03,Plant C,M-04,P-06,725,8
2026-06-03,Plant C,M-04,P-05,596,31
2026-06-03,Plant C,M-05,P-03,776,25
2026-06-03,Plant C,M-05,P-06,962,31
2026-06-03,Plant C,M-05,P-03,642,13
2026-06-04,Plant A,M-01,P-06,820,23
2026-06-04,Plant A,M-01,P-03,1065,21
2026-06-04,Plant A,M-01,P-05,782,41
2026-06-04,Plant A,M-02,P-04,749,25
2026-06-04,Plant A,M-02,P-02,1114,27
2026-06-04,Plant A,M-02,P-04,844,15
2026-06-04,Plant A,M-03,P-02,1040,10
2026-06-04,Plant A,M-03,P-05,684,40
2026-06-04,Plant A,M-03,P-01,850,27
2026-06-04,Plant A,M-04,P-03,811,7
2026-06-04,Plant A,M-04,P-06,715,6
2026-06-04,Plant A,M-04,P-01,744,9
2026-06-04,Plant A,M-05,P-02,721,11
2026-06-04,Plant A,M-05,P-04,867,16
2026-06-04,Plant A,M-05,P-04,670,18
2026-06-04,Plant B,M-01,P-06,992,24
2026-06-04,Plant B,M-01,P-03,1023,31
2026-06-04,Plant B,M-01,P-04,936,16
2026-06-04,Plant B,M-02,P-04,937,29
2026-06-04,Plant B,M-02,P-04,864,17
2026-06-04,Plant B,M-02,P-03,757,13
2026-06-04,Plant B,M-03,P-01,830,18
2026-06-04,Plant B,M-03,P-06,791,22
2026-06-04,Plant B,M-03,P-02,635,19
2026-06-04,Plant B,M-04,P-06,627,15
2026-06-04,Plant B,M-04,P-03,835,20
2026-06-04,Plant B,M-04,P-05,752,55
2026-06-04,Plant B,M-05,P-01,1089,35
2026-06-04,Plant B,M-05,P-06,793,7
2026-06-04,Plant B,M-05,P-04,642,17
2026-06-04,Plant C,M-01,P-01,1119,32
2026-06-04,Plant C,M-01,P-04,1042,26
2026-06-04,Plant C,M-01,P-04,914,26
2026-06-04,Plant C,M-02,P-01,737,23
2026-06-04,Plant C,M-02,P-03,751,7
2026-06-04,Plant C,M-02,P-03,887,26
2026-06-04,Plant C,M-03,P-05,977,77
2026-06-04,Plant C,M-03,P-03,1003,34
2026-06-04,Plant C,M-03,P-05,887,45
2026-06-04,Plant C,M-04,P-02,699,15
2026-06-04,Plant C,M-04,P-04,1034,21
2026-06-04,Plant C,M-04,P-06,704,21
2026-06-04,Plant C,M-05,P-05,1022,54
2026-06-04,Plant C,M-05,P-02,993,31
2026-06-04,Plant C,M-05,P-03,897,13
2026-06-05,Plant A,M-01,P-04,763,25
2026-06-05,Plant A,M-01,P-04,776,10
2026-06-05,Plant A,M-01,P-04,667,13
2026-06-05,Plant A,M-02,P-02,671,20
2026-06-05,Plant A,M-02,P-05,1040,61
2026-06-05,Plant A,M-02,P-03,559,4
2026-06-05,Plant A,M-03,P-01,967,10
2026-06-05,Plant A,M-03,P-04,719,15
2026-06-05,Plant A,M-03,P-04,769,10
2026-06-05,Plant A,M-04,P-01,796,7
2026-06-05,Plant A,M-04,P-01,853,16
2026-06-05,Plant A,M-04,P-03,623,14
2026-06-05,Plant A,M-05,P-04,923,20
2026-06-05,Plant A,M-05,P-01,941,18
2026-06-05,Plant A,M-05,P-05,922,62
2026-06-05,Plant B,M-01,P-05,715,36
2026-06-05,Plant B,M-01,P-03,1045,29
2026-06-05,Plant B,M-01,P-05,815,52
2026-06-05,Plant B,M-02,P-06,743,19
2026-06-05,Plant B,M-02,P-01,809,21
2026-06-05,Plant B,M-02,P-04,792,21
2026-06-05,Plant B,M-03,P-01,812,27
2026-06-05,Plant B,M-03,P-01,870,10
2026-06-05,Plant B,M-03,P-05,819,55
2026-06-05,Plant B,M-04,P-04,822,17
2026-06-05,Plant B,M-04,P-01,556,4
2026-06-05,Plant B,M-04,P-02,595,13
2026-06-05,Plant B,M-05,P-02,1026,19
2026-06-05,Plant B,M-05,P-02,998,24
2026-06-05,Plant B,M-05,P-02,872,7
2026-06-05,Plant C,M-01,P-05,863,63
2026-06-05,Plant C,M-01,P-02,952,31
2026-06-05,Plant C,M-01,P-06,782,23
2026-06-05,Plant C,M-02,P-02,898,24
2026-06-05,Plant C,M-02,P-01,877,21
2026-06-05,Plant C,M-02,P-01,738,18
2026-06-05,Plant C,M-03,P-05,1001,63
2026-06-05,Plant C,M-03,P-01,982,19
2026-06-05,Plant C,M-03,P-03,731,18
2026-06-05,Plant C,M-04,P-01,978,27
2026-06-05,Plant C,M-04,P-01,633,15
2026-06-05,Plant C,M-04,P-04,716,22
2026-06-05,Plant C,M-05,P-01,841,21
2026-06-05,Plant C,M-05,P-03,623,7
2026-06-05,Plant C,M-05,P-05,714,52
2026-06-06,Plant A,M-01,P-06,1072,26
2026-06-06,Plant A,M-01,P-06,929,7
2026-06-06,Plant A,M-01,P-02,870,21
2026-06-06,Plant A,M-02,P-03,1091,11
2026-06-06,Plant A,M-02,P-04,750,11
2026-06-06,Plant A,M-02,P-04,867,23
2026-06-06,Plant A,M-03,P-05,941,46
2026-06-06,Plant A,M-03,P-04,919,31
2026-06-06,Plant A,M-03,P-03,754,24
2026-06-06,Plant A,M-04,P-03,1096,26
2026-06-06,Plant A,M-04,P-04,847,16
2026-06-06,Plant A,M-04,P-05,654,49
2026-06-06,Plant A,M-05,P-01,1134,36
2026-06-06,Plant A,M-05,P-04,837,14
2026-06-06,Plant A,M-05,P-06,883,24
2026-06-06,Plant B,M-01,P-04,688,17
2026-06-06,Plant B,M-01,P-01,724,6
2026-06-06,Plant B,M-01,P-05,620,36
2026-06-06,Plant B,M-02,P-03,950,23
2026-06-06,Plant B,M-02,P-06,1045,11
2026-06-06,Plant B,M-02,P-03,698,20
2026-06-06,Plant B,M-03,P-04,861,13
2026-06-06,Plant B,M-03,P-02,1009,21
2026-06-06,Plant B,M-03,P-06,923,12
2026-06-06,Plant B,M-04,P-03,852,18
2026-06-06,Plant B,M-04,P-02,785,9
2026-06-06,Plant B,M-04,P-01,852,22
2026-06-06,Plant B,M-05,P-03,675,21
2026-06-06,Plant B,M-05,P-01,874,20
2026-06-06,Plant B,M-05,P-05,756,44
2026-06-06,Plant C,M-01,P-06,870,13
2026-06-06,Plant C,M-01,P-02,1016,23
2026-06-06,Plant C,M-01,P-01,937,9
2026-06-06,Plant C,M-02,P-02,805,27
2026-06-06,Plant C,M-02,P-02,942,30
2026-06-06,Plant C,M-02,P-04,645,11
2026-06-06,Plant C,M-03,P-05,1011,65
2026-06-06,Plant C,M-03,P-05,1042,82
2026-06-06,Plant C,M-03,P-01,741,13
2026-06-06,Plant C,M-04,P-02,861,11
2026-06-06,Plant C,M-04,P-05,904,59
2026-06-06,Plant C,M-04,P-04,969,13
2026-06-06,Plant C,M-05,P-02,1065,13
2026-06-06,Plant C,M-05,P-05,800,52
2026-06-06,Plant C,M-05,P-04,572,12
2026-06-07,Plant A,M-01,P-03,1013,20
2026-06-07,Plant A,M-01,P-04,792,25
2026-06-07,Plant A,M-01,P-05,723,49
2026-06-07,Plant A,M-02,P-06,775,19
2026-06-07,Plant A,M-02,P-04,721,19
2026-06-07,Plant A,M-02,P-04,865,28
2026-06-07,Plant A,M-03,P-06,952,25
2026-06-07,Plant A,M-03,P-04,930,11
2026-06-07,Plant A,M-03,P-04,834,7
2026-06-07,Plant A,M-04,P-01,803,13
2026-06-07,Plant A,M-04,P-06,961,22
2026-06-07,Plant A,M-04,P-03,828,13
2026-06-07,Plant A,M-05,P-05,901,42
2026-06-07,Plant A,M-05,P-04,725,17
2026-06-07,Plant A,M-05,P-02,643,22
2026-06-07,Plant B,M-01,P-04,1070,17
2026-06-07,Plant B,M-01,P-06,1035,25
2026-06-07,Plant B,M-01,P-01,625,9
2026-06-07,Plant B,M-02,P-06,794,12
2026-06-07,Plant B,M-02,P-04,918,23
2026-06-07,Plant B,M-02,P-02,906,24
2026-06-07,Plant B,M-03,P-02,783,21
2026-06-07,Plant B,M-03,P-01,541,15
2026-06-07,Plant B,M-03,P-04,984,15
2026-06-07,Plant B,M-04,P-06,653,18
2026-06-07,Plant B,M-04,P-01,815,27
2026-06-07,Plant B,M-04,P-05,513,40
2026-06-07,Plant B,M-05,P-06,723,22
2026-06-07,Plant B,M-05,P-06,753,16
2026-06-07,Plant B,M-05,P-02,872,20
2026-06-07,Plant C,M-01,P-04,1139,37
2026-06-07,Plant C,M-01,P-06,1048,25
2026-06-07,Plant C,M-01,P-04,709,12
2026-06-07,Plant C,M-02,P-05,736,51
2026-06-07,Plant C,M-02,P-03,953,32
2026-06-07,Plant C,M-02,P-04,875,22
2026-06-07,Plant C,M-03,P-03,889,28
2026-06-07,Plant C,M-03,P-01,775,20
2026-06-07,Plant C,M-03,P-03,804,14
2026-06-07,Plant C,M-04,P-04,762,9
2026-06-07,Plant C,M-04,P-02,746,7
2026-06-07,Plant C,M-04,P-05,682,31
2026-06-07,Plant C,M-05,P-01,974,14
2026-06-07,Plant C,M-05,P-02,913,16
2026-06-07,Plant C,M-05,P-02,954,13
2026-06-08,Plant A,M-01,P-01,1056,15
2026-06-08,Plant A,M-01,P-01,810,7
2026-06-08,Plant A,M-01,P-03,854,23
2026-06-08,Plant A,M-02,P-06,1027,25
2026-06-08,Plant A,M-02,P-06,800,21
2026-06-08,Plant A,M-02,P-03,633,19
2026-06-08,Plant A,M-03,P-02,1020,31
2026-06-08,Plant A,M-03,P-06,881,8
2026-06-08,Plant A,M-03,P-01,613,7
2026-06-08,Plant A,M-04,P-05,821,39
2026-06-08,Plant A,M-04,P-05,781,51
2026-06-08,Plant A,M-04,P-02,703,23
2026-06-08,Plant A,M-05,P-05,1091,87
2026-06-08,Plant A,M-05,P-04,907,26
2026-06-08,Plant A,M-05,P-04,748,21
2026-06-08,Plant B,M-01,P-04,1118,35
2026-06-08,Plant B,M-01,P-01,902,12
2026-06-08,Plant B,M-01,P-04,682,19
2026-06-08,Plant B,M-02,P-01,1113,22
2026-06-08,Plant B,M-02,P-01,729,5
2026-06-08,Plant B,M-02,P-01,545,18
2026-06-08,Plant B,M-03,P-04,1085,18
2026-06-08,Plant B,M-03,P-01,839,12
2026-06-08,Plant B,M-03,P-03,679,14
2026-06-08,Plant B,M-04,P-04,1001,20
2026-06-08,Plant B,M-04,P-04,423,7
2026-06-08,Plant B,M-04,P-05,571,40
2026-06-08,Plant B,M-05,P-02,1015,12
2026-06-08,Plant B,M-05,P-02,882,7
2026-06-08,Plant B,M-05,P-06,843,19
2026-06-08,Plant C,M-01,P-06,708,20
2026-06-08,Plant C,M-01,P-02,1046,25
2026-06-08,Plant C,M-01,P-06,873,13
2026-06-08,Plant C,M-02,P-04,729,23
2026-06-08,Plant C,M-02,P-04,823,12
2026-06-08,Plant C,M-02,P-03,729,16
2026-06-08,Plant C,M-03,P-05,905,48
2026-06-08,Plant C,M-03,P-06,826,21
2026-06-08,Plant C,M-03,P-03,835,26
2026-06-08,Plant C,M-04,P-02,896,19
2026-06-08,Plant C,M-04,P-01,847,25
2026-06-08,Plant C,M-04,P-01,871,22
2026-06-08,Plant C,M-05,P-05,1115,82
2026-06-08,Plant C,M-05,P-03,867,27
2026-06-08,Plant C,M-05,P-01,589,9
2026-06-09,Plant A,M-01,P-02,740,10
2026-06-09,Plant A,M-01,P-03,817,24
2026-06-09,Plant A,M-01,P-05,599,33
2026-06-09,Plant A,M-02,P-01,922,7
2026-06-09,Plant A,M-02,P-05,906,60
2026-06-09,Plant A,M-02,P-05,592,42
2026-06-09,Plant A,M-03,P-04,973,11
2026-06-09,Plant A,M-03,P-04,884,22
2026-06-09,Plant A,M-03,P-05,695,55
2026-06-09,Plant A,M-04,P-04,751,16
2026-06-09,Plant A,M-04,P-02,960,21
2026-06-09,Plant A,M-04,P-04,861,26
2026-06-09,Plant A,M-05,P-03,1069,35
2026-06-09,Plant A,M-05,P-05,904,41
2026-06-09,Plant A,M-05,P-03,647,13
2026-06-09,Plant B,M-01,P-01,876,23
2026-06-09,Plant B,M-01,P-05,1045,67
2026-06-09,Plant B,M-01,P-03,796,11
2026-06-09,Plant B,M-02,P-06,728,9
2026-06-09,Plant B,M-02,P-05,810,36
2026-06-09,Plant B,M-02,P-01,932,13
2026-06-09,Plant B,M-03,P-05,1023,77
2026-06-09,Plant B,M-03,P-04,883,9
2026-06-09,Plant B,M-03,P-04,539,15
2026-06-09,Plant B,M-04,P-01,666,5
2026-06-09,Plant B,M-04,P-02,711,24
2026-06-09,Plant B,M-04,P-04,785,12
2026-06-09,Plant B,M-05,P-01,911,20
2026-06-09,Plant B,M-05,P-05,806,49
2026-06-09,Plant B,M-05,P-01,627,8
2026-06-09,Plant C,M-01,P-03,1029,27
2026-06-09,Plant C,M-01,P-02,979,20
2026-06-09,Plant C,M-01,P-03,779,21
2026-06-09,Plant C,M-02,P-03,855,17
2026-06-09,Plant C,M-02,P-03,1040,33
2026-06-09,Plant C,M-02,P-02,626,15
2026-06-09,Plant C,M-03,P-05,916,57
2026-06-09,Plant C,M-03,P-05,929,47
2026-06-09,Plant C,M-03,P-06,1063,10
2026-06-09,Plant C,M-04,P-01,1041,13
2026-06-09,Plant C,M-04,P-02,755,10
2026-06-09,Plant C,M-04,P-05,883,54
2026-06-09,Plant C,M-05,P-02,1043,19
2026-06-09,Plant C,M-05,P-01,788,21
2026-06-09,Plant C,M-05,P-01,870,22
2026-06-10,Plant A,M-01,P-06,960,26
2026-06-10,Plant A,M-01,P-04,685,6
2026-06-10,Plant A,M-01,P-03,667,7
2026-06-10,Plant A,M-02,P-06,919,24
2026-06-10,Plant A,M-02,P-04,958,13
2026-06-10,Plant A,M-02,P-05,684,42
2026-06-10,Plant A,M-03,P-06,1109,34
2026-06-10,Plant A,M-03,P-05,871,48
2026-06-10,Plant A,M-03,P-06,687,23
2026-06-10,Plant A,M-04,P-02,664,7
2026-06-10,Plant A,M-04,P-05,939,68
2026-06-10,Plant A,M-04,P-01,654,7
2026-06-10,Plant A,M-05,P-05,792,39
2026-06-10,Plant A,M-05,P-02,1050,21
2026-06-10,Plant A,M-05,P-03,584,15
2026-06-10,Plant B,M-01,P-04,808,24
2026-06-10,Plant B,M-01,P-04,1098,23
2026-06-10,Plant B,M-01,P-06,575,16
2026-06-10,Plant B,M-02,P-04,650,13
2026-06-10,Plant B,M-02,P-01,850,8
2026-06-10,Plant B,M-02,P-04,759,23
2026-06-10,Plant B,M-03,P-04,1025,32
2026-06-10,Plant B,M-03,P-04,824,24
2026-06-10,Plant B,M-03,P-01,706,13
2026-06-10,Plant B,M-04,P-02,606,10
2026-06-10,Plant B,M-04,P-04,939,29
2026-06-10,Plant B,M-04,P-05,581,42
2026-06-10,Plant B,M-05,P-02,982,20
2026-06-10,Plant B,M-05,P-02,991,9
2026-06-10,Plant B,M-05,P-03,673,8
2026-06-10,Plant C,M-01,P-03,798,16
2026-06-10,Plant C,M-01,P-02,734,22
2026-06-10,Plant C,M-01,P-01,938,8
2026-06-10,Plant C,M-02,P-01,936,13
2026-06-10,Plant C,M-02,P-04,1023,18
2026-06-10,Plant C,M-02,P-02,751,24
2026-06-10,Plant C,M-03,P-03,808,17
2026-06-10,Plant C,M-03,P-05,902,73
2026-06-10,Plant C,M-03,P-02,994,25
2026-06-10,Plant C,M-04,P-04,864,23
